Name,Sex,Equipment,Age,BodyweightKg,WeightClassKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
Brittany Buffy Ralls,F,Wraps,26,50.35,52,38.56,81.65,185.97,237.64
Jessica Riley,F,Wraps,43,87,90,65.77,122.47,306.17,268.49
Christina Smith,F,Wraps,33,58.97,60,52.16,104.33,233.6,263.96
Marie Reed,F,Wraps,17,72.12,75,45.36,115.67,267.62,260.92
Kyle Nottingham,M,Wraps,25,99.25,100,151.95,265.35,671.32,409.8
John Warren,M,Wraps,42,89.18,90,111.13,172.37,453.59,290.93
Jestin Morrison,M,Wraps,18,99.79,100,138.35,238.14,562.45,342.59
Clay Lewis,M,Wraps,20,72.57,75,83.91,149.69,335.66,244.86
Michael Hamilton,M,Wraps,17,96.62,100,163.29,208.65,571.53,352.85
Jason Franklin,M,Wraps,40,89.18,90,136.08,226.8,546.58,350.58
Quinn Vaka,M,Wraps,8,35.92,40,24.95,49.9,104.33,161.42
Spencer Vaka,M,Wraps,12,41.73,48,29.48,72.57,147.42,186.44
Dillon Cobb,M,Raw,25,93.98,100,204.12,0,204.12,127.6
John Ham,M,Raw,73,73.3,75,0,149.69,149.69,108.41
Alexander Campbell,M,Raw,19,63.68,67.5,120.2,192.78,312.98,253.24
Sandy Simmons,F,Wraps,68,65.77,67.5,43.09,106.59,240.4,250.02
Steve Kylis,M,Multi-ply,64,86.64,90,113.4,226.8,603.28,392.95
Willis Blackwell,M,Raw,38,98.43,100,145.15,238.14,383.29,234.78
Aliana Richardson,F,Wraps,17,49.71,52,52.16,136.08,303.91,392.14
Paola Castillo,F,Wraps,14,60.06,67.5,47.63,102.06,251.74,280.44
Jarome Torres,M,Multi-ply,18,111.13,125,151.95,204.12,605.55,355.26
Miguel Baltierrez,M,Wraps,34,112.04,125,149.69,190.51,494.42,289.37
Chari Hensler,F,Wraps,37,70.81,75,61.23,140.61,312.98,308.92
Justin Allred,M,Wraps,24,71.03,75,102.06,192.78,453.59,336.18
Jesus Morales,M,Wraps,18,89.77,90,161.03,231.33,612.35,391.43
Afsheen Zarrin,M,Wraps,16,67.59,75,79.38,124.74,317.51,244.54
Austin Kressler,M,Wraps,15,70.99,75,79.38,172.37,387.82,287.55
Bridget Shilts,F,Wraps,20,57.15,60,72.57,120.2,290.3,336.17
Bill Korb,M,Wraps,28,122.11,125,165.56,272.16,687.19,393.53
Michael Dehner,M,Wraps,48,85.09,90,138.35,226.8,598.74,393.94
Ryland Paval,M,Wraps,51,103.33,110,170.1,226.8,573.79,344.85
Amber Duenkel,F,Wraps,23,51.89,52,52.16,111.13,256.28,320.01
Jacey Lindsey,F,Wraps,22,58.97,60,52.16,120.2,256.28,289.59
Brandy Stewart,F,Wraps,44,78.65,82.5,65.77,117.93,299.37,276.58
Lindsey Crain,F,Wraps,35,111.4,90,74.84,136.08,328.85,266.68
Tyler Triggs,M,Wraps,23,97.98,100,136.08,215.46,548.85,336.83
Brock Duggan,M,Wraps,17,87.09,90,117.93,206.38,514.83,334.39
Javier Hernandez,M,Wraps,14,66.04,67.5,63.5,165.56,356.07,279.45
Tom Harrier,M,Multi-ply,62,109.5,110,201.85,115.67,378.75,223.21
Bradley McGraw,M,Raw,23,114.31,125,188.24,299.37,487.61,283.79
Kennedi Coleman,F,Raw,9,38.37,39,0,56.7,56.7,86.61
Charla Clarke,F,Raw,48,91.63,90,83.91,111.13,319.78,274.32
Whitney Wesley,F,Raw,34,89.36,90,70.31,165.56,344.73,298.76
Alyssa Daniels,F,Raw,26,61.69,67.5,63.5,136.08,306.17,334.12
Chandler Morgan,F,Raw,19,66.95,67.5,36.29,88.45,206.38,211.88
Ivan Foster Jr,M,Raw,46,139.53,125+,174.63,204.12,530.7,296.71
Brent Walton,M,Raw,42,111.22,125,158.76,0,0,0
Alex Norris,M,Raw,33,88.9,90,102.06,226.8,492.15,316.18
Zack Farias,M,Raw,30,70.49,75,92.99,158.76,376.48,280.64
Dalton Clegg,M,Raw,22,121.29,125,154.22,281.23,707.6,405.82
Rusty Thompson,M,Raw,19,55.97,56,102.06,181.44,433.18,394.55
Quindon B John,M,Raw,15,86.55,90,111.13,192.78,476.27,310.4
Dwayne Franks,M,Multi-ply,40,148.23,125+,0,0,0,0
Brooke Potter,F,Wraps,18,73.12,75,45,125,275,265.7
Christopher Avery,M,Wraps,18,73.84,75,95,160,372.5,268.36
John Whittle,M,Wraps,18,72.03,75,72.5,170,370,271.39
Skyler Yoshino,M,Wraps,18,81.65,82.5,100,175,420,283.13
Greg Eyerly,M,Wraps,18,87.82,90,105,157.5,382.5,247.33
Melanie Harbaugh,F,Raw,25,64.95,67.5,47.63,113.4,251.74,264.25
Loria Fry,F,Raw,52,75.66,82.5,113.4,167.83,433.18,409.56
Stephen D'Alessandro,M,Raw,42,66.22,67.5,136.08,240.4,589.67,461.74
Megan House,F,Raw,16,45.99,48,29.48,83.91,113.4,154.89
Kent Fry,M,Raw,53,111.58,125,158.76,242.67,401.43,235.23
Phillip Carr,M,Wraps,28,108.41,110,165.56,251.74,625.96,370.06
Kate Naert,F,Raw,15,110.68,90,47.63,142.88,190.51,154.7
Xiaver Collier,M,Raw,17,76.2,82.5,124.74,183.7,308.44,217.4
Valerie Smith,F,Wraps,18,65,67.5,80.5,162.5,368,386.07
Paige Rideout,F,Wraps,18,66,67.5,50,100,230,238.6
Ronnie Baker,M,Multi-ply,18,73,75,0,0,0,0
Seth Gaston,M,Wraps,18,88,90,115,217.5,515,332.64
Julian Gomez,M,Wraps,18,96,100,147.5,208,573,354.76
Robert Morrison #1,M,Wraps,18,117,125,195,386,941,544.33
Jerry Crow,M,Raw,18,78,82.5,100,190,290,201.23
Jason Banks,M,Raw,18,121,125,215,290,505,289.78
Svetlana Baker,F,Raw,18,48,48,51,0,51,67.55
Dana Tripp,F,Raw,18,56,56,50,0,50,58.83
George Matthews,M,Raw,18,89,90,101,0,101,64.85
George Bradley,M,Multi-ply,18,67,67.5,102.5,0,102.5,79.5
Tim Moon,M,Multi-ply,18,123,125,350,0,350,200.12
Morgan Kovachevich,M,Raw,24,66.22,67.5,70.25,122.5,192.75,150.93
Anthony Severson,M,Raw,19,88,90,113.25,181.5,294.75,190.38
Julian Severson,M,Raw,16,127.46,140,158.75,174.5,333.25,189.17
Roberto Chomat,M,Raw,67,85.27,90,102,0,102,67.03
Michael Godwin,M,Raw,56,118.84,125,133.75,0,133.75,77.07
Emily Simpson,F,Multi-ply,20,60,60,74.84,92.99,288.03,321.12
Kayla Palmberg,F,Multi-ply,20,67.5,67.5,102.06,136.08,383.29,391.19
Margaret Kirkland,F,Multi-ply,48,56,56,111.13,183.7,503.49,592.41
Richie Hayes,M,Multi-ply,16,52,52,72.57,147.42,342.46,336.05
Jordan Groff,M,Multi-ply,19,140,140,274.42,265.35,879.97,491.73
Jason Pritchard,M,Multi-ply,38,90,90,174.63,238.14,732.55,467.66
Ian Hanley,M,Multi-ply,36,110,110,226.8,251.74,766.57,451.12
Michael Franz,M,Multi-ply,41,100,100,219.99,226.8,696.26,423.74
Brant Kelly,M,Multi-ply,50,100,100,154.22,272.16,743.89,452.72
Keith Price,M,Multi-ply,44,110,110,249.48,260.82,850.49,500.51
Shawn O'Malley,M,Multi-ply,48,82.5,82.5,185.97,244.94,759.77,508.97
Vince D'Onofrio,M,Multi-ply,50,90,90,176.9,226.8,687.19,438.7
Alan Cayer,M,Multi-ply,55,75,75,192.78,276.69,786.98,560.77
John Romoser,M,Multi-ply,62,100,100,145.15,192.78,530.7,322.98
Vincent Lysobey Sr,M,Multi-ply,40,75,75,197.31,247.21,771.11,549.46
Luigi Rotondi,M,Multi-ply,27,82.5,82.5,142.88,206.38,553.38,370.71
Jonathan Taylor,M,Multi-ply,23,110,110,151.95,260.82,412.77,242.91
Suzanne Schwanke,F,Multi-ply,27,67.5,67.5,127.01,0,127.01,129.63
Greg Alvarado,M,Multi-ply,39,125,125,256.28,0,256.28,146.04
Ron Edwards,M,Multi-ply,73,82.5,82.5,156.49,0,156.49,104.83
Brandon O'Grady,M,Multi-ply,12,52,52,0,58.97,58.97,57.87
Tom Ciola,M,Multi-ply,66,110,110,0,199.58,199.58,117.45
Larry Grant,M,Multi-ply,18,0,0,0,0,0,0
Huguette Salahuddin,F,Raw,55,100,100,49.9,131.54,301.64,251.14
Jordan Masters,F,Raw,17,67.5,67.5,43.09,95.25,215.46,219.9
Paulo Sevick,M,Raw,13,90,90,61.23,147.42,328.85,209.94
Miguel Mattis,M,Raw,19,90,90,151.95,265.35,607.81,388.02
Vincent Lysobey Jr,M,Raw,12,67.5,67.5,43.09,70.31,183.7,141.64
Mike Jordan,M,Raw,21,67.5,67.5,108.86,188.24,451.32,347.97
Joey Taylor,M,Raw,20,56,56,115.67,165.56,396.89,361.31
James Sevick,M,Raw,41,0,140,154.22,213.19,548.85,0
Al Annunziato,M,Raw,65,75,75,113.4,217.72,480.81,342.61
Robert Mann,M,Raw,33,110,110,165.56,288.03,700.8,412.42
John Flaherty,M,Raw,24,75,75,95.25,170.1,390.09,277.96
Brooke Gilardi,F,Raw,19,60,60,63.5,111.13,174.63,194.69
Mike Guerra,M,Raw,45,90,90,165.56,0,165.56,105.69
Alma Aime,F,Raw,34,82.5,82.5,0,149.69,149.69,134.72
Lynne Boshoven,F,Single-ply,57,80.4,82.5,105,190,465,424.31
Kimberly Eastin,F,Single-ply,44,116.2,90,120,165,440,353.91
Alexis Ortiz,F,Single-ply,16,75,75,85,137.5,397.5,377.88
Lkhamnurjmaa Badmaadorj,F,Single-ply,23,59.2,60,100,175,465,523.85
Ksenia Gunina,F,Single-ply,28,67.4,67.5,80,132.5,342.5,349.93
Tsegmed Byambaa,M,Single-ply,74,73.6,75,102.5,195,507.5,366.46
Jim Harris,M,Single-ply,58,78.4,82.5,165,215,590,408.04
Contrerao Rodrigues,M,Single-ply,40,72.4,75,162.5,235,642.5,469.49
Juan Salazar,M,Single-ply,21,60,60,110,190,485,413.64
Brett Benedix,M,Single-ply,18,62.5,67.5,127.5,232.5,635,522.18
Kyler Ferrel Clegg,M,Single-ply,16,57.4,60,85,137.5,302.5,268.89
Brian Schwab,M,Single-ply,40,73,75,197.5,260,752.5,546.58
Kathy Wetenhall,F,Single-ply,61,81.8,82.5,92.5,0,92.5,83.62
Klaus Kruger,M,Multi-ply,62,88.4,90,185,0,185,119.21
James Briggs,M,Multi-ply,56,90,90,135,0,135,86.18
Brian Burritt,M,Single-ply,47,81.4,82.5,237.5,0,237.5,160.4
Michael Shealy,M,Single-ply,62,106.4,110,165,202.5,590,350.95
Oleg Kholodov,M,Single-ply,52,105.8,110,190,230,650,387.39
Alejandro Ruiz,M,Single-ply,15,107.4,110,142.5,222.5,552.5,327.62
Janet Sink,F,Wraps,71,87,90,47.5,105.5,198,173.63
Suzanne Prusnek,F,Wraps,58,71.8,75,90,192.5,425,415.59
Joan Cooper,F,Wraps,54,54.4,56,45,112.5,220,264.8
Elena Kuznetsova,F,Wraps,48,52.2,56,40,97.5,207.5,257.91
Mia Kukkonen,F,Wraps,43,58,60,60,135,310,354.86
Pilar Calderon,F,Wraps,20,55.8,56,50,120,260,306.78
Paulina Castaneda,F,Wraps,19,54.8,56,55,130,290,347.06
Luciana Schement,F,Wraps,17,54.4,56,55,140,287.5,346.04
Amanda Lee,F,Wraps,14,61.2,67.5,37.5,95,200,219.6
Robert Mattison,M,Wraps,77,66.6,67.5,95,160.5,335.5,261.49
Mike Wider,M,Wraps,67,65.6,67.5,87.5,192.5,397.5,313.68
Wayne Whitcomb,M,Wraps,61,75.2,82.5,82.5,150,362.5,257.83
Anatoli Shnaider,M,Wraps,57,73.2,75,112.5,187.5,450,326.22
Joseph Cornich,M,Wraps,51,74.6,75,140,250,592.5,423.77
Clark Garrin,M,Wraps,46,74.6,75,105,210,462.5,330.79
Evgeny Khudoleev,M,Wraps,68,89.2,90,130,220,535,343.11
Andriy Galkevich,M,Wraps,43,88,90,175,250,677.5,437.6
Lisa Rothman,F,Raw,39,47.2,48,67.5,155,332.5,445.81
Alexis Gronowski,F,Wraps,18,45.4,48,52.5,92.5,217.5,299.78
Dixon Demetrieus,M,Wraps,22,52,52,95,182.5,415,407.23
Artem Sergeyev,M,Wraps,19,94.4,100,145,262.5,630,393.01
Kjeld Mohr,M,Wraps,17,73.2,75,92.5,220,432.5,313.53
Dmitriy Chaplygin,M,Wraps,15,65.4,67.5,45,105,225,178.01
Andrey Kim,M,Wraps,28,62,67.5,155,230,575,476.18
Jane Stabile,F,Multi-ply,61,66.8,67.5,0,0,0,0
Terry Bishoff,F,Multi-ply,55,59,60,63,135,335.5,378.96
Cindy Mistric,F,Multi-ply,43,44,44,60,102.5,320,450.58
Kayla James,F,Multi-ply,14,86.2,90,65,110,292.5,257.59
Devin Cagnolatti,M,Multi-ply,41,82.2,82.5,237.5,230,787.5,528.71
Fernando Santos,M,Multi-ply,23,67.5,67.5,135,225,610,470.32
Sam Russell,M,Multi-ply,18,60,60,102.5,192.5,495,422.17
Shahram Forutan,M,Multi-ply,46,73,75,155,220,615,446.71
Lupe Coronado,M,Multi-ply,54,74.8,75,165,227.5,620,442.61
Bymbaa Tsegmed,M,Multi-ply,74,74.2,75,105,197.5,518.5,372.25
Rich Flores,M,Multi-ply,76,72,75,75,170,405,297.15
Robert Deprez,M,Multi-ply,65,102.6,110,65,140,302.5,182.28
Svetlana Sinacheva,F,Raw,47,74,75,107.5,0,107.5,103.07
Nelly Herrmann,F,Raw,69,66.6,67.5,57.5,0,57.5,59.26
Victoria Yultsova,F,Raw,12,47.6,48,67.5,0,67.5,89.95
David Csizmadia,M,Raw,23,64.8,67.5,152.5,0,152.5,121.58
Gaston Montagna,M,Raw,41,73.4,75,155,0,155,112.14
Pedro Claro,M,Raw,48,74.2,75,130,0,130,93.33
Frederic Pin,M,Raw,52,73,75,107.5,0,107.5,78.08
Anatolii Bochkovskyi,M,Raw,60,66.6,67.5,85,0,85,66.25
Jean-Claude Camicas,M,Raw,71,59,60,83,0,83,71.89
Iosif Plagov,M,Raw,79,65.4,67.5,85,0,85,67.25
Ronald Crawford,M,Raw,81,54.4,56,0,0,0,0
Michael Phipps,M,Raw,35,64.2,67.5,97.5,0,97.5,78.35
Tim Lichtenwald,M,Multi-ply,17,59.6,60,95,0,95,81.52
Artem Pantiukhin,M,Raw,13,48.6,52,50,0,50,52.78
Balazs Hajdv,M,Raw,17,82,82.5,162.5,0,162.5,109.26
Ján Orosz,M,Raw,18,82,82.5,125,0,125,84.05
Cyril Schuster,M,Raw,22,88.8,90,180,0,180,115.71
Valeriy Poryadin,M,Raw,48,88.8,90,142.5,0,142.5,91.6
Donald Walts,M,Raw,51,89.2,90,107.5,0,107.5,68.94
Tom Proya,M,Raw,59,85.6,90,185,0,185,121.31
Wally Anczerewicz,M,Raw,72,85.5,90,105,0,105,68.9
Fernando Raimundo,M,Raw,27,90,90,170,0,170,108.53
Grigoriy Pantiukhin,M,Raw,19,88.2,90,150,0,150,96.77
Bataa Batsengel,M,Raw,44,93.6,100,157.5,0,157.5,98.64
Vito Lombardo,M,Raw,82,97.6,100,92.5,0,92.5,56.86
Ed Fitzpatrick,M,Raw,66,103.4,110,145,0,145,87.12
Sam Wheaton,M,Raw,14,131.4,140,95,0,95,53.63
Dagmar Liptakova,F,Multi-ply,38,64.2,67.5,130,0,130,137.65
Denis Pronin,M,Multi-ply,26,79.4,82.5,230,0,230,157.77
Amy Newton Monique,F,Raw,22,55.8,56,0,127.5,127.5,150.44
Sandrine Platel,F,Raw,40,75.4,82.5,0,165,165,156.34
Arthur Little,M,Raw,59,70.2,75,0,227.5,227.5,170.11
Larry Bucchioni,M,Raw,65,103.6,110,0,210,210,126.09
Richard Acuna,M,Raw,29,108.4,110,142.5,257.5,627.5,370.98
Randy Cairns,M,Raw,49,129.1,140,142.5,272.5,665,376.59
William Glass,M,Raw,38,104.9,110,132.5,230,532.5,318.3
Greg Haras,M,Raw,21,95.9,100,140,225,600,371.65
Otto Jarvis,M,Raw,19,113.1,125,197.5,265,702.5,410.06
Aaron Lundgaard,M,Raw,40,107.8,110,187.5,252.5,697.5,413.1
Jacob Neumann,M,Raw,15,98.4,100,60,107.5,220,134.77
Michael Pascarella,M,Raw,50,125.8,140,142.5,235,0,0
Michael Sawyer,M,Raw,59,104.1,110,102.5,172.5,390,233.76
Levi Bleau,M,Raw,15,86.7,90,125.5,220,515.5,335.65
Gregory Borgerson,M,Raw,64,79.6,82.5,90,165,365,249.98
Lynne Boshoven,F,Raw,57,82.8,90,105,215,467.5,419.94
Brenda Bowen,F,Raw,43,74.1,75,62.5,130,297.5,284.98
Juli Cardasis,F,Raw,38,65.9,67.5,52.5,115,257.5,267.42
Gi'Anna Cheairs,F,Raw,33,77,82.5,47.5,105,230,215.15
Vincent Falzetta,M,Raw,17,72.2,75,125,257.5,565,413.7
Jill Janssen,F,Raw,49,64.9,67.5,55,120,275,288.83
Nora Langdon,F,Raw,72,89,90,60,137.5,0,0
Sharri Margraves,F,Raw,52,105.1,90,70,162.5,347.5,285.49
Caroline Stone,F,Raw,17,113.5,90,45,112.5,262.5,212.08
Linda Koos,F,Raw,61,98.1,90,47.5,0,47.5,39.78
William Allen,M,Raw,68,87.1,90,0,130,130,84.43
Anna DuBoyce,F,Raw,19,64,67.5,60,140,292.5,310.43
Austin Whiteman,M,Wraps,18,66.8,67.5,70,135,310,241.03
Bob Deprez,M,Multi-ply,66,103,110,72.5,162.5,352.5,212.1
CJ Clearwater,M,Multi-ply,35,94.5,100,0,272.5,0,0
Dan Hogan,M,Wraps,34,58.6,60,130,182.5,472.5,411.87
Destiny Bryan,F,Wraps,18,61.6,67.5,42.5,112.5,255,278.59
Meggan Gillham,F,Wraps,24,71.2,75,42.5,97.5,197.5,194.22
Nigel Clark,M,Wraps,21,80.4,82.5,137.5,207.5,552.5,376.01
Oscar Acosta,M,Single-ply,41,104.2,110,170,227.5,612.5,367
Reba Shinn,F,Wraps,15,47.8,48,45,72.5,187.5,249.09
Skyler Leaphart,F,Wraps,16,54,56,42.5,110,252.5,305.67
Stephen Harper,M,Single-ply,25,88,90,215,290,782.5,505.42
Dick Austin,M,Single-ply,85,98,0,115,125,240,147.28
Mike Pindell,M,Single-ply,44,89.4,0,115,175,290,185.77
Carolyn Braun,F,Single-ply,59,65.3,0,65,110,175,182.97
Gus Brown,M,Single-ply,18,92.5,0,110,205,315,198.39
Nicholas Chapman,M,Single-ply,22,83.9,0,175,0,175,116.08
Frank Ventriglia Jr,M,Single-ply,41,99.8,0,102.5,0,102.5,62.43
Michael White,M,Raw,35,73.5,0,155,207.5,362.5,262.01
Khashayar Farzam,M,Raw,23,78,0,170,240,410,284.5
Ryan Morton,M,Raw,30,82.1,0,115,200,315,211.64
Vincent Rozzi,M,Raw,33,99.8,0,185,280,465,283.22
Nick LeFebvre,M,Raw,25,103.9,0,135,255,390,233.92
Joeseph Neveux,M,Raw,20,112.9,0,115,227.5,342.5,200.02
Matt Harmon,M,Raw,27,126.6,0,145,262.5,407.5,231.62
Brian Bailey,M,Raw,49,139.1,140,137.5,0,137.5,76.91
Heather Borton,F,Raw,41,66.3,67.5,52.5,0,52.5,54.28
Larry Brendel,M,Raw,38,119.6,125,200,0,200,115.07
Ethan Bunting,M,Raw,21,83.6,90,120,0,120,79.76
Noble Cozine,M,Single-ply,59,117.2,125,165,0,165,95.4
Karon Denniston,F,Single-ply,60,54.3,56,57.5,0,57.5,69.31
Dick Dickerson,M,Single-ply,68,103.2,110,187.5,0,187.5,112.74
Liz Dudek,F,Raw,58,60.5,67.5,75,0,75,83.08
Jeff Johnston,M,Single-ply,37,100,100,282.5,0,282.5,171.93
Joe McDermott,M,Single-ply,76,73.6,75,117.5,0,117.5,84.85
Adam Roblyer,M,Raw,27,102.8,110,145,0,145,87.31
Kayla Seeley,F,Raw,20,73.1,75,82.5,0,82.5,79.72
Janet Sink,F,Raw,73,92.3,90,50,0,50,42.77
Angelica Soave,F,Raw,26,70.8,75,60,0,60,59.23
Rikki Tobolski,F,Raw,38,92.7,90,55,0,55,46.97
Mark Wilson,M,Raw,57,120.4,125,172.5,0,172.5,99.1
Caity Wolfe,F,Raw,17,74.7,75,32.5,0,32.5,30.97
William Allen,M,Raw,69,81.3,82.5,0,137.5,137.5,92.93
Makayla Blackstone,F,Raw,18,66.9,67.5,0,135,135,138.67
Shaun Davis,M,Raw,44,94,100,0,277.5,277.5,173.45
Michael Filbin,M,Raw,53,131.9,140,0,227.5,227.5,128.34
Kevin Jennings,M,Raw,19,63.6,67.5,0,192.5,192.5,155.93
Tina Puckett,F,Raw,47,81.8,82.5,0,132.5,132.5,119.78
Eddie Ruiz,M,Raw,62,85.1,90,0,265,265,174.34
Andrew Moreland,M,Raw,30,123.2,125,150,250,615,351.51
Cathy Brenan,F,Raw,60,59,60,57.5,100,247.5,279.56
Nathan McLaughlin,M,Single-ply,24,124.6,125,262.5,0,262.5,149.68
Alex Burkel,M,Raw,27,88.8,90,147.5,210,560,359.98
Angie Lowe,F,Raw,41,62,67.5,35,100,212.5,231.01
Khalfani Makalani,M,Raw,45,107.2,110,120,220,527.5,312.99
Dan Murray,M,Raw,37,132.9,140,147.5,207.5,560,315.52
Brian Porciuncula,M,Wraps,26,70.9,75,122.5,237.5,550,408.19
David Mielcarek,M,Raw,26,73.35,75,87.5,160,397.5,287.73
Lucretia Arna,F,Multi-ply,73,55.1,56,27.5,60,117.5,140.02
Mary Cruse,F,Raw,61,108.8,90,35,80,142.5,116.14
Julie Barnes,F,Raw,57,64.75,67.5,35,72.5,145,152.56
Rhonda Glover,F,Raw,47,78.2,82.5,50,70,165,152.94
Alison Reeley,F,Raw,44,83.9,90,47.5,125,280,249.84
Angela Ikner,F,Raw,36,82,82.5,67.5,137.5,327.5,295.68
Vanessa Soto,F,Multi-ply,21,55.7,56,42.5,115,240,283.58
Jenna Marcinkowski,F,Raw,21,81.2,82.5,67.5,162.5,367.5,333.53
Yanet Millan,F,Wraps,30,58.5,60,50,112.5,272.5,309.85
Mallory Brown,F,Raw,22,51.3,52,0,0,0,0
Sarah Ziselman,F,Raw,18,51.2,52,40,85,200,252.32
Josh Nagle,M,Multi-ply,23,107.3,110,175,250,645,382.59
Angelo Fortino,M,Raw,23,78.6,82.5,145,277.5,642.5,443.61
Christopher Kozawick,M,Multi-ply,19,97.5,100,157.5,215,605,372.06
Peter Ruane,M,Raw,19,81.8,82.5,127.5,260,595,400.65
Donovin Reyes,M,Raw,17,94.6,100,137.5,215,535,333.42
Elijah Dertz,M,Raw,14,77.15,82.5,97.5,172.5,410,286.57
Mark Engle,M,Raw,57,106.6,110,167.5,0,167.5,99.57
Kevin Farley,M,Multi-ply,50,99.05,100,210,0,210,128.3
Erick Salgado,M,Wraps,21,73.55,75,112.5,200,497.5,359.42
Rick Roberts,M,Multi-ply,53,109.41,110,152.5,210,590,347.79
Rose Rojas,F,Wraps,24,51,52,37.5,85,192.5,243.59
Jonathan Nguyen,M,Multi-ply,21,68.95,75,110,172.5,430,326.02
Ali Shegarfi,M,Multi-ply,19,97.55,100,145,185,530,325.87
Andrew Clayton,M,Wraps,23,98.6,100,155,297.5,715,437.64
Katie Lyn Griffin,F,Wraps,12,75.2,82.5,45,100,225,213.54
Jack Nockowitz,M,Raw,21,78.6,82.5,172.5,0,172.5,119.1
Adrian Rumasei,M,Wraps,28,194.5,140,145,301,756,402.6
Jack Irving,M,Single-ply,23,115.9,125,0,240,0,0
Alexander Bradstock,M,Raw,32,120.3,125,142.5,272.5,655,376.36
Peter Baskerville,M,Wraps,61,89.55,90,75,200,440,281.61
Glen Stewart,M,Multi-ply,48,103.5,110,0,0,0,0
Sam Marshall,M,Wraps,15,82.95,90,95,146,366,244.39
Samantha Taylor,F,Wraps,22,73.1,75,55,132.5,295,285.07
Amanda Hart,F,Raw,42,88.7,90,70,140,310,269.52
Mackenzie Barrington-Jacobi,M,Raw,14,92.05,100,60,150,345,217.8
Sarah Rodwell,F,Wraps,32,73.45,75,95,187.5,412.5,397.39
Dean Passaris,M,Wraps,23,89.35,90,105,215,522.5,334.8
Hayden Ford,M,Raw,23,118.4,125,137.5,265,637.5,367.68
John Pappas,M,Single-ply,23,123.45,125,220,280,805,459.91
Georgia Sapiano,F,Wraps,16,47.05,48,50,117.5,257.5,346.05
Lesley Graveson,F,Wraps,43,71.85,75,52.5,120,292.5,285.89
Zhara Krine,F,Raw,27,46.7,48,50,135,280,378.31
April Wells,F,Raw,21,62.9,67.5,67.5,152.5,337.5,362.9
Rebecca Hodges,F,Multi-ply,33,65.45,67.5,0,0,0,0
Anthony Day,M,Raw,44,75,75,95,0,95,67.69
David Mackenzie,M,Single-ply,48,72.65,75,142.5,0,142.5,103.87
Christian O'Grady,M,Multi-ply,29,117.75,125,200,0,200,115.51
Tom Walters,M,Raw,78,90.1,100,70,70,200,127.61
Alisha Oseguera,F,Raw,21,73.2,75,60,135,310,299.3
Dean Whitney,M,Multi-ply,71,66.6,67.5,0,0,0,0
Cliff Shipley,M,Single-ply,57,73,75,95,200,432.5,314.15
Lupe Coronado,M,Multi-ply,55,80.8,82.5,165,210,577.5,391.81
Patrick O'Grady,M,Multi-ply,46,73.8,75,147.5,240,595,428.82
Devin Cagnolatti,M,Multi-ply,43,87.6,90,240,257.5,817.5,529.31
Matthew Warr,M,Single-ply,37,88.4,90,170,255,715,460.71
Jun Yang,M,Single-ply,18,58.4,60,72.5,165,375,327.93
John Zak,M,Single-ply,17,72.2,75,80,140,347.5,254.44
Botao Dai,M,Single-ply,15,54.6,56,47.5,105,220,205.36
Michael Fowler,M,Single-ply,61,113.6,125,135,205,545,317.73
Gary Bishop,M,Single-ply,51,98.6,100,195,235,652.5,399.39
Joe Norman,M,Single-ply,48,108.6,110,212.5,295,900,531.77
Alison Franciscus,F,Single-ply,52,57.8,60,57.5,132.5,310,355.82
Debbie Damminga,F,Multi-ply,54,67.2,67.5,110,222.5,582.5,596.42
Ana Alvarez,F,Wraps,54,60,60,57.5,140,315,351.19
Susan Bartley,F,Multi-ply,40,81.4,82.5,85,182.5,442.5,401.07
Julie Kirkpatrick,F,Wraps,41,66,67.5,62.5,145,337.5,350.11
Rachel Hurd,F,Single-ply,21,79.2,82.5,62.5,155,370,340.47
Jordan Masters,F,Wraps,22,73.6,75,75,152.5,337.5,324.71
Talor Rene Parker,F,Single-ply,18,71.8,75,120,167.5,485,474.26
Reagan Cress,F,Multi-ply,19,63,67.5,100,172.5,432.5,464.49
Alexis Ortiz,F,Single-ply,17,80.2,82.5,105,160,470,429.46
Christina Ridgell,F,Single-ply,14,46.4,48,42.5,97.5,217.5,295.22
Ann Vanderbush,F,Multi-ply,29,82.4,82.5,0,0,0,0
Bill Berry,M,Wraps,75,87.8,90,97.5,160,397.5,257.06
William Vanderstine,M,Wraps,64,79.6,82.5,110,60,262.5,179.78
Albert Fontaine,M,Wraps,56,73.2,75,110,172.5,422.5,306.28
Robert Burkhead,M,Wraps,42,81.2,82.5,117.5,182.5,460,311.14
Allen Masters,M,Wraps,50,99,100,137.5,237.5,580,354.42
Jim Bailey,M,Wraps,49,93.8,100,130,200,500,312.83
Thomas Adams,M,Wraps,38,94.2,100,110,275,590,368.42
Arthur Goebel,M,Single-ply,65,97.6,100,0,160,160,98.35
Lynne Barlow,F,Multi-ply,56,50,52,77.5,0,77.5,99.56
John Fukuda,M,Multi-ply,51,82.5,82.5,182.5,0,182.5,122.26
Paige Miller,F,Multi-ply,24,89.58,90,132.5,177.5,565,489.15
Melissa Haberstroh,F,Raw,37,66.45,67.5,62.5,162.5,335,345.8
Patty Garber,F,Multi-ply,58,73.48,75,107.5,155,430,414.13
Mallory Smith,F,Wraps,28,61.92,67.5,70,152.5,327.5,356.38
