Artist Name,Song Name,Days,Top 10,Peak Position,Peak Position2,Peak Streams,Total Streams
XXXTENTACION ,Dead Inside (Interlude),21,0,58,0,486744,6064315
Morgan Wallen ,Whiskey’d My Way,19,0,23,0,669283,6062385
Metro Boomin ,No More,14,0,21,0,821151,6062115
AC/DC ,Highway to Hell,19,0,29,0,568792,6056885
The Script ,Superheroes,82,0,49,0,130024,6053850
Ty Dolla $ign ,Ego Death,22,0,47,0,508746,6046708
Post Malone ,Reputation,12,1,5,0,1337319,6034820
Morgan Wallen ,Your Bartender,19,0,28,0,639315,6031746
Lil Yachty ,Who Want The Smoke?,22,0,74,0,396103,6028079
Luke Bryan ,Play It Again,100,0,99,0,81204,6023702
Bo Burnham ,Goodbye,25,0,104,0,345145,6018930
Kacey Musgraves ,breadwinner,23,0,68,0,414186,6017410
Justin Bieber ,Die For You,15,0,14,0,1012774,6015346
Drake ,Company,39,0,25,0,304996,6003757
Justin Bieber ,All In It,35,0,48,0,350540,6000754
YG ,Stop Snitchin,23,0,64,0,440072,5995743
YG ,Scared Money,23,0,72,0,340053,5987662
Madison Beer ,Home With You,27,0,125,0,272440,5980508
"Tyler, The Creator ",MASSA,12,0,11,0,1545101,5979822
Gorillaz ,New Gold,16,0,14,0,712415,5968030
Frank Ocean ,Ivy,37,0,85,0,254698,5964914
Mike WiLL Made,It  Aries (YuGo),26,0,133,0,275068,5964795
Ariana Grande ,test drive,14,2,5,0,935109,5962784
Childish Gambino ,Sober,83,0,42,0,142368,5962096
Paramore ,Hard Times,25,0,54,0,446681,5954977
Regard ,You,24,0,65,0,370069,5943039
Zacari ,Redemption,20,0,49,0,468412,5942047
Trippie Redd ,Weeeeee,21,0,40,0,539594,5938848
Machine Gun Kelly ,love race,18,0,20,0,683389,5932469
YoungBoy Never Broke Again ,No Smoke,30,0,104,0,263456,5929695
Future ,Feed Me Dope,17,0,34,0,546073,5928699
Bad Bunny ,A Tu Merced,15,0,39,0,679037,5918004
One Direction ,What a Feeling,30,0,25,0,476488,5916464
Fitz and The Tantrums ,Out of My League,27,0,179,0,233038,5910355
A$AP Rocky ,Cocky,21,0,53,0,505254,5907144
Moneybagg Yo ,Shottas (Lala),21,0,36,0,447846,5906644
Sofía Reyes ,R.I.P.,15,0,55,0,448993,5906535
ROSÉ ,On The Ground,21,0,43,0,413154,5904499
Sia ,Santa's Coming For Us,16,0,84,0,556922,5901045
Jess Glynne ,I'll Be There,25,0,108,0,303189,5898471
Rainbow Kitten Surprise ,It's Called: Freefall,24,0,78,0,273917,5896253
Leona Lewis ,One More Sleep,16,0,90,0,611545,5883283
The Weeknd ,Starry Eyes,12,0,12,0,1204379,5839614
Kygo ,Think About You,15,0,57,0,499716,5838909
The Weeknd ,Angel,40,0,33,0,294896,5836952
Morgan Wallen ,Outlaw,18,0,21,0,684827,5831594
Ed Sheeran ,Merry Christmas,14,0,59,0,853346,5828241
Frank Ocean ,DHL,15,1,4,0,900608,5826875
Meek Mill ,Froze,34,0,63,0,243933,5822747
Kendrick Lamar ,untitled 03 | 05.28.2013.,23,1,5,0,914049,5816603
Bring Me The Horizon ,Can You Feel My Heart,24,0,91,0,274730,5816221
The Weeknd ,Dawn FM,10,1,3,(x1),1749943,5795533
2 Chainz ,PROUD,24,0,81,0,377892,5795452
Taylor Swift ,Only The Young  Featured in Miss Americana,15,0,50,0,488959,5795326
Drake ,Summers Over Interlude,32,0,68,0,285542,5792931
Darlene Love ,Winter Wonderland,14,0,65,0,883339,5786558
Bryson Tiller ,Let Em' Know,54,0,134,0,122890,5785526
Troye Sivan ,Dance To This,21,0,51,0,491479,5783943
Polo G ,Black Hearted,14,0,14,0,1008735,5783782
Kanye West ,Highlights,29,0,48,0,323918,5783610
Lil Wayne ,Took His Time,10,0,16,0,1497655,5779819
Bad Bunny ,YO VISTO ASÍ,13,1,9,0,889672,5778148
The Weeknd ,Repeat After Me (Interlude),13,0,14,0,1192133,5777780
Bad Bunny ,La Zona,14,0,29,0,775612,5774822
Mustard ,Want Her,32,0,143,0,197374,5771682
Eminem ,Leaving Heaven,12,0,22,0,1124474,5770379
Beyoncé ,PLASTIC OFF THE SOFA,14,0,12,0,1047494,5766274
Lil Yachty ,NBAYOUNGBOAT,21,0,52,0,526375,5762912
Lorde ,Homemade Dynamite  REMIX,24,0,88,0,299635,5761830
Lil Baby ,Voice of the Heroes,15,0,16,0,946378,5756863
XXXTENTACION ,Train food,10,1,5,0,1618768,5756320
Marshmello ,Rescue Me,22,0,65,0,392728,5751097
"Tyler, The Creator ",SIR BAUDELAIRE,10,1,5,0,1866917,5750887
Thurl Ravenscroft ,"You're A Mean One, Mr. Grinch",13,0,60,0,1037679,5749617
Gene Autry ,Rudolph the RedNosed Reindeer,16,0,81,0,803536,5743205
Zach Bryan ,From Austin,22,0,38,0,405509,5739093
Glades ,Do Right,28,0,138,0,236921,5738391
BANNERS ,Start A Riot,50,0,112,0,138503,5732553
Charli XCX ,Break the Rules,73,0,62,0,113347,5725417
Taylor Swift ,Begin Again (Taylor's Version),11,0,22,0,1314068,5724612
Adele ,Love Is A Game,12,0,13,0,1174381,5720526
Andy Williams ,Sleigh Ride,16,0,50,0,845407,5709972
Cam ,Burning House,62,0,129,0,110131,5705652
Big Sean ,Pull Up N Wreck (& Metro Boomin),19,0,41,0,525694,5704578
Logic ,One Day,14,0,20,0,741164,5704234
Young Thug ,Millions,20,0,76,0,425493,5699964
NLE Choppa ,Shotta Flow 3,24,0,85,0,298785,5697406
G,Eazy  Moana,24,0,95,0,317064,5696559
22 Savage ,The Race,16,0,50,0,396989,5691910
BTS ,ON (Feat. Sia),14,0,21,0,754372,5690660
Taylor Swift ,It’s Nice To Have A Friend,13,0,23,0,1016790,5686995
Juice WRLD ,HeMotions,15,0,19,0,907039,5679588
Drake ,Omertà,12,1,3,(x1),1230180,5679485
Mac Miller ,Surf,12,0,24,0,1116570,5675629
Future ,KEEP IT BURNIN,11,2,6,0,1445587,5673973
Lil Uzi Vert ,For Real,19,0,19,0,821064,5672275
Gryffin ,Whole Heart,40,0,107,0,197926,5671321
Renée Elise Goldsberry ,Satisfied,21,0,79,0,331202,5669593
Julia Michaels ,What A Time,23,0,106,0,347557,5669256
$uicideboy$ ,Matte Black,19,0,39,0,537913,5657039
Russ ,The Flute Song,21,0,66,0,445039,5644825
Idina Menzel ,Show Yourself,19,0,66,0,386626,5643655
Alan Walker ,All Falls Down,28,0,138,0,224505,5642549
Lil Yachty ,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",19,0,22,0,713305,5640541
$NOT ,Doja,15,0,31,0,494927,5633307
Sheff G ,On Go,24,0,115,0,251683,5627997
DJ Khaled ,BEAUTIFUL,14,0,13,0,788486,5625094
Migos ,White Sand,14,1,9,0,1093347,5625006
Billie Eilish ,I Didn't Change My Number,14,1,10,0,936730,5624150
DJ Khaled ,Don't Quit,15,0,19,0,705457,5620967
Tate McRae ,feel like shit,20,0,62,0,527300,5620909
Jason Derulo ,Talk Dirty,88,0,98,0,81073,5617868
J Balvin ,Ginza,58,0,93,0,146696,5616098
Juice WRLD ,You Wouldn't Understand,12,1,6,0,1218075,5614077
Future ,Jet Lag,14,0,14,0,1053615,5613976
Bing Crosby ,What Child Is This?/The Holly And The Ivy,13,0,60,0,686457,5611498
Eminem ,No Regrets,13,0,33,0,909762,5604756
Quavo ,FLIP THE SWITCH,14,0,12,0,1098540,5593989
Linkin Park ,In The End,19,1,8,0,931080,5582847
Alesso ,Heroes (we could be),48,0,27,0,181881,5581241
Meek Mill ,Whatever You Need,29,0,88,0,300085,5573859
Drake ,Wednesday Night Interlude,38,0,23,0,313337,5569571
Matt Terry ,Sucker for You,26,0,105,0,274989,5568177
R3HAB ,I Just Can't,28,0,118,0,247781,5565868
ScHoolboy Q ,Man Of The Year,93,0,124,0,83526,5554566
Lil Nas X ,TALES OF DOMINICA,13,0,19,0,923575,5550039
DJ Luian ,Verte Ir,26,0,174,0,260229,5547596
DLOW ,Bet You Can't Do It Like Me,47,0,97,0,152348,5545139
Swae Lee ,Someone Said,17,0,54,0,541003,5538568
ZAYN ,iT's YoU,37,0,50,0,276143,5534512
Kanye West ,Black Skinhead,94,0,134,0,71804,5526688
The xx ,On Hold,26,0,50,0,338335,5521231
One Direction ,Olivia,27,0,27,0,378850,5510342
Flo Rida ,Dirty Mind,47,0,105,0,150505,5504936
Kane Brown ,Thank God,18,0,38,0,499845,5503408
Kenny Chesney ,Get Along,25,0,90,0,311695,5494242
Kendrick Lamar ,Mother I Sober,8,0,17,0,1783894,5486190
Beyoncé ,Flawless Remix,85,0,89,0,96244,5482303
Eminem ,In Too Deep,11,0,19,0,1235069,5476323
Joji ,TEST DRIVE,22,0,71,0,431055,5475550
Lil Uzi Vert ,Two®,17,1,9,0,997179,5475481
Jonathan Groff ,You'll Be Back,20,0,81,0,331717,5468823
NF ,LOST,18,0,22,0,593110,5465038
Coolio ,Gangsta's Paradise,17,1,6,0,862057,5464429
Chris Young ,I'm Comin' Over,58,0,136,0,121560,5461650
"Tyler, The Creator ","Come On, Let's Go",19,0,39,0,457176,5454835
One Direction ,Love You Goodbye,27,0,33,0,426068,5432989
J Balvin ,Otra Noche Sin Ti,20,0,57,0,559601,5432011
Billie Eilish ,The 30th,15,0,22,0,605093,5422895
Luke Combs ,Doin' This,15,0,20,0,609323,5420634
Huncho Jack ,Motorcycle Patches,18,1,9,0,963544,5400148
Bad Bunny ,Que Malo,13,0,30,0,773288,5390727
Nicki Minaj ,Bussin,15,1,10,0,763327,5389017
Twenty One Pilots ,Morph,14,0,22,0,896893,5384268
Drake ,You & The 6,38,0,28,0,292710,5375819
Eminem ,Lock It Up,13,0,37,0,882387,5373177
Ski Mask The Slump God ,OOGA BOOGA!,17,0,87,0,379971,5362006
SZA ,The Other Side (from Trolls World Tour),15,0,33,0,686442,5357682
Justin Bieber ,Home To Mama,63,0,83,0,109483,5353590
A$AP Rocky ,Lord Pretty Flacko Jodye 2 (LPFJ2),40,0,16,0,348869,5348304
XXXTENTACION ,One Minute,9,1,6,0,1541329,5347255
Big Sean ,Owe Me,19,0,30,0,499194,5340352
Katy Perry ,Harleys In Hawaii,18,0,38,0,530375,5336733
Kygo ,Kids in Love,20,0,34,0,578957,5336676
Walker Hayes ,You Broke Up with Me,27,0,152,0,219479,5334215
Kid Cudi ,Dive,8,0,21,0,1598355,5332813
Lana Del Rey ,Summer Bummer,21,0,51,0,446610,5329147
Tory Lanez ,B.I.D,23,0,94,0,331573,5325306
Yo Gotti ,Castro,34,0,141,0,181835,5324558
The Kid LAROI ,TRAGIC,18,0,25,0,561096,5323672
Frank Ocean ,Thinkin Bout You,62,0,86,0,224213,5321713
Travis Scott ,The Plan,13,0,20,0,664963,5320660
Eric Church ,Talladega,81,0,130,0,79587,5316760
Ed Sheeran ,BLOW,16,0,33,0,609126,5313921
OneRepublic ,Run,24,0,86,0,320926,5303570
Mac Miller ,What's the Use?,16,0,26,0,694522,5301683
5 Seconds of Summer ,She Looks So Perfect,72,0,37,0,129793,5300992
Anuel AA ,Reggaetonera,15,0,32,0,578655,5298391
Van Morrison ,Brown Eyed Girl,20,0,40,0,415861,5295762
Bad Bunny ,Está Cabrón Ser Yo,13,0,37,0,697786,5287518
Taylor Swift ,This Love (Taylor’s Version),9,1,8,0,1762459,5281749
Future ,LOVE YOU BETTER,12,0,11,0,1020136,5278444
XXXTENTACION ,Floor 555,15,0,29,0,715038,5277348
Polo G ,DND,20,0,55,0,371597,5271253
Kid Cudi ,Mr. Solo Dolo III,8,0,22,0,1512093,5269192
Jax Jones ,Breathe,23,0,122,0,273476,5263555
The Weeknd ,Reminder  Remix,24,0,64,0,319840,5260581
Lil Yachty ,she ready,21,0,64,0,487860,5258656
Nipsey Hussle ,Last Time That I Checc'd,16,0,33,0,600413,5257779
Frank Ocean ,Nikes,27,0,59,0,308013,5256026
Rihanna ,Disturbia,13,0,24,0,772629,5252376
Sam Smith ,My Oasis,21,0,53,0,491878,5251099
Luke Bryan ,I See You,68,0,111,0,91713,5246285
Lil Baby ,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),14,0,16,0,1043244,5238288
Armin van Buuren ,Another You,44,0,56,0,166741,5226099
Bing Crosby ,Twelve Days Of Christmas,12,0,78,0,650136,5215292
Lil Uzi Vert ,Urgency,10,0,17,0,1248273,5211542
Taylor Swift ,Fearless (Taylor’s Version),9,1,4,0,1690098,5211462
Rob $tone ,Chill Bill REMIX,27,0,83,0,255062,5210532
Lorde ,Liability,21,0,56,0,441456,5210235
Bad Bunny ,HACIENDO QUE ME AMAS,13,0,17,0,838633,5197341
Playboi Carti ,Slay3r,14,0,15,0,897538,5193396
Morgan Wallen ,Wonderin’ Bout The Wind,16,0,26,0,647450,5192030
Chucho Flash ,Tu Sabes Que Te Quiero,23,0,89,0,311115,5186043
NOTD ,So Close,22,0,149,0,275692,5183765
Young Thug ,High,15,0,60,0,622522,5180306
A$AP Ferg ,Move Ya Hips,15,0,29,0,668594,5179812
Rihanna ,"Yeah, I Said It",41,0,73,0,190723,5179570
Drake ,Landed,10,0,13,0,1453285,5178121
Zach Bryan ,"Burn, Burn, Burn",18,0,30,0,543880,5175434
DJ Khaled ,Gold Slugs,38,0,57,0,210144,5170273
Justin Bieber ,Loved By You,14,0,21,0,859926,5164575
Jake Owen ,Real Life,54,0,70,0,140226,5163677
Kygo ,Not Ok,18,0,34,0,597005,5160687
Southside ,Hold That Heat,16,1,8,0,668388,5156031
Alexander 23 ,IDK You Yet,24,0,145,0,233798,5149303
Lorde ,Perfect Places,21,0,63,0,394444,5142234
Justin Bieber ,Love You Different,13,0,18,0,922789,5141030
XXXTENTACION ,SMASH!,16,0,34,0,651154,5139578
Ariana Grande ,successful,14,0,26,0,833246,5133578
Drake ,Not You Too,9,1,8,0,1660356,5132342
Khalid ,Free Spirit,13,0,23,0,905436,5124908
Nipsey Hussle ,Dedication,16,0,31,0,626420,5124168
Lil Wayne ,Mess,10,0,23,0,1216954,5122974
Beyoncé ,HEATED,13,0,21,0,879757,5114376
KIDS SEE GHOSTS ,Kids See Ghosts,10,0,20,0,891070,5113358
Beyoncé ,THIQUE,13,0,19,0,900192,5112374
Taylor Swift ,Come Back...Be Here (Taylor's Version),10,0,27,0,1174142,5109939
Anuel AA ,Ella Quiere Beber  Remix,24,0,180,0,235838,5109824
Lil Uzi Vert ,Got The Guap,14,0,24,0,949425,5105797
XXXTENTACION ,STARING AT THE SKY,9,1,10,0,1393662,5102477
Juice WRLD ,"The Man, The Myth, The Legend  Interlude",10,0,22,0,1434200,5102324
Halsey ,So Good,14,0,21,0,700448,5096204
6ix9ine ,KANGA,11,0,12,0,991302,5094630
Juice WRLD ,Juice WRLD Speaks From Heaven  Outro,10,0,20,0,1526442,5094409
Juice WRLD ,Ring Ring,15,0,44,0,639103,5083782
Cordae ,Gifted,17,0,23,0,598095,5083130
Peter Manos ,In My Head,20,0,109,0,317787,5080154
Why Don't We ,What Am I,23,0,154,0,241073,5077344
DaBaby ,POP STAR,14,0,16,0,948096,5073569
Lil Nas X ,LOST IN THE CITADEL,12,0,17,0,954235,5068705
Maroon 5 ,It Was Always You,46,0,21,0,204121,5067617
Juice WRLD ,Face 2 Face,11,0,23,0,984211,5065097
Delacey ,Cruel Intentions,18,0,48,0,386800,5065022
21 Savage ,break da law,13,0,13,0,1054877,5061370
Nat King Cole ,O Come All Ye Faithful,13,0,63,0,804962,5058003
Lil Baby ,Pop Out,12,1,8,0,980601,5055290
A Boogie Wit da Hoodie ,Bleed,16,0,25,0,546147,5052000
Kelsea Ballerini ,Love Me Like You Mean It,49,0,71,0,135939,5042535
J.I the Prince of N.Y ,Need Me,23,0,157,0,248507,5042249
Gunna ,25k jacket,14,0,25,0,817699,5041133
Jason Derulo ,Try Me,47,0,55,0,167681,5040622
Pharrell Williams ,Down In Atlanta,12,0,23,0,742065,5040244
Taylor Swift ,The Lucky One (Taylor's Version),9,0,23,0,1261096,5039035
Shawn Mendes ,Lost In Japan  Remix,22,0,112,0,370246,5034975
Tory Lanez ,Broke Leg,18,0,61,0,448542,5020300
John Mayer ,Last Train Home,14,0,24,0,765262,5017516
Leslie Odom Jr. ,Alexander Hamilton,20,0,99,0,291409,5010199
Demi Lovato ,Anyone,14,0,47,0,547564,5008334
Tame Impala ,Lost In Yesterday,16,0,48,0,487476,5007655
Keith Urban ,Somewhere In My Car,80,0,91,0,80688,5003982
Lana Del Rey ,High By The Beach,41,0,48,0,205736,5003957
Big Sean ,Play No Games,48,0,30,0,223249,5001548
Pop Smoke ,44 BullDog,13,1,10,0,983538,5000687
Kanye West ,Jail pt 2,11,0,22,0,988731,4996131
Ariana Grande ,better off,14,0,27,0,781086,4995927
Galantis ,Peanut Butter Jelly,55,0,81,0,130372,4992193
Olly Murs ,Wrapped Up,57,0,68,0,116551,4991941
YoungBoy Never Broke Again ,My Window,15,0,16,0,692581,4991063
Juice WRLD ,Doom,11,1,10,0,1096293,4982621
Selena Gomez ,My Mind & Me,14,0,61,0,597692,4982250
Metro Boomin ,All The Money,9,0,32,0,803436,4979166
Key Glock ,Ambition For Cash,21,0,115,0,281207,4977902
Tech N9ne ,Face Off,21,0,99,0,277108,4976912
Drake ,Intro,6,1,5,0,2633372,4975568
Kendrick Lamar ,The Blacker The Berry,41,0,13,0,429651,4973207
Kid Cudi ,Heaven On Earth,8,0,24,0,1460614,4971240
Taylor Swift ,Sad Beautiful Tragic (Taylor's Version),9,0,24,0,1246162,4970697
"Tyler, The Creator ",I DON'T LOVE YOU ANYMORE,12,0,20,0,1043748,4968017
Sam Hunt ,Kinfolks,19,0,55,0,427907,4967848
Bad Bunny ,Una Vez,13,0,43,0,657841,4962382
Mariah Carey ,All I Want For Christmas Is You  Original Version,21,0,20,0,336848,4954032
Beyoncé ,MOOD 4 EVA,13,0,22,0,693545,4953782
Halsey ,"I am not a woman, I'm a god",14,0,17,0,684817,4951146
Anuel AA ,Narcos,15,0,45,0,451169,4950928
Billie Eilish ,Halley's Comet,14,0,23,0,737929,4949477
One Direction ,If I Could Fly,26,0,31,0,367772,4948034
Eminem ,Premonition  Intro,9,0,13,0,1423148,4943065
Jhené Aiko ,Triggered (freestyle),16,0,62,0,505420,4940245
Nick Jonas ,Jealous  Remix,55,0,107,0,111219,4937937
Nicki Minaj ,Rich Sex,15,0,50,0,483113,4933337
Future ,Trillionaire,13,0,12,0,940001,4916208
Charlie Puth ,I Warned Myself,20,0,82,0,371811,4914069
Stevie Wonder ,Superstition  Single Version,18,0,25,0,548463,4909331
Tory Lanez ,Stupid Again,14,0,12,0,743481,4894089
Avicii ,For A Better Day,39,0,63,0,279210,4891566
A Boogie Wit da Hoodie ,Might Not Give Up,13,0,30,0,791861,4890671
Gwen Stefani ,Used To Love You,45,0,107,0,133681,4887178
Taylor Swift ,The Moment I Knew (Taylor's Version),9,0,29,0,1159963,4881118
Lil Uzi Vert ,Lotus,10,1,5,0,1450097,4879604
Trevor Daniel ,Past Life,21,0,87,0,309410,4877534
Taylor Swift ,You Belong With Me (Taylor’s Version),9,1,6,0,1518370,4875738
Gucci Mane ,P**** Print,26,0,27,0,478698,4875196
Ariana Grande ,raindrops (an angel cried),13,0,15,0,1027430,4873707
Taylor Swift ,Starlight (Taylor's Version),9,0,25,0,1205790,4869697
Future ,That’s It,13,0,15,0,778812,4867383
One Direction ,A.M.,26,0,37,0,338191,4866954
Lil Baby ,Never Hating,13,0,14,0,805505,4862719
Morgan Wallen ,Up Down,23,0,157,0,235123,4860039
Future ,Sorry,21,0,64,0,333881,4859069
Eminem ,Believe,12,1,10,0,846354,4857849
Metallica ,Enter Sandman,21,0,145,0,249324,4857666
Jason Derulo ,If I'm Lucky,23,0,72,0,360438,4856244
Kid Cudi ,love.,13,0,17,0,752487,4852365
Brent Faiyaz ,Wasting Time ( feat. Drake ),14,0,14,0,832396,4847096
Kid Cudi ,Sad People,8,0,25,0,1334868,4833931
Pusha T ,Scrape It Off,14,1,6,0,706777,4833354
Kanye West ,Ok Ok pt 2,6,1,4,0,2849877,4829761
Anuel AA ,Fútbol & Rumba,14,0,36,0,496935,4828094
Bazzi ,Young & Alive,18,0,84,0,454835,4819526
Ashnikko ,STUPID,22,0,147,0,247813,4814708
H.E.R. ,Slide,20,0,151,0,268550,4813384
Halsey ,Strangers,18,0,56,0,423851,4810693
Bryson Tiller ,Outta Time,12,0,16,0,1044550,4799686
Gucci Mane ,Solitaire,19,0,84,0,328576,4786894
BANKS ,Beggin For Thread,62,0,67,0,107926,4777153
Juice WRLD ,Who Shot Cupid?,15,0,43,0,668820,4776644
Kenny Chesney ,American Kids,52,0,29,0,368404,4776154
5 Seconds of Summer ,No Shame,15,0,42,0,540576,4773860
Trippie Redd ,Betrayal,13,0,25,0,498088,4772754
Lil Wayne ,Used 2,9,0,25,0,1187791,4772553
SZA ,Forgiveless,9,0,39,0,892309,4770873
Pop Smoke ,Tell The Vision,14,1,8,0,974963,4762578
Michelle Williams ,Tightrope,24,0,139,0,223801,4759531
Pentatonix ,Winter Wonderland / Don't Worry Be Happy,48,0,42,0,192640,4758728
The Chainsmokers ,High,16,0,24,0,529779,4754077
Ed Sheeran ,The Joker And The Queen,11,1,6,0,996285,4753323
Lil Nas X ,Late To Da Party,13,0,19,0,709063,4740348
Mumford & Sons ,Snake Eyes,32,0,21,0,296479,4739325
Rich The Kid ,Leave Me,18,0,81,0,332240,4734032
Ariana Grande ,Best Mistake,51,0,21,0,203072,4733547
Khalid ,Hundred,13,0,41,0,708079,4729250
Blue Öyster Cult ,(Don't Fear) The Reaper,15,0,46,0,519922,4723676
DJ Khaled ,LET IT GO,17,0,27,0,603437,4721361
Yo Gotti ,Put a Date On It,16,0,65,0,458612,4712663
Big Sean ,So Good (& Metro Boomin),18,0,59,0,433484,4696982
Coldplay ,Christmas Lights,16,0,78,0,541204,4676585
Coldplay ,Higher Power,14,0,23,0,619535,4676119
Justin Bieber ,Come Around Me,11,0,21,0,920179,4673305
Rick Ross ,Trap Trap Trap,22,0,63,0,324032,4669893
Gunna ,mop,13,0,21,0,856367,4667424
Lil Uzi Vert ,Strawberry Peels,10,1,9,0,1273221,4664098
Zedd ,365,14,0,57,0,513613,4661951
Drake ,6PM In New York,37,0,52,0,288077,4654366
2Pac ,California Love  Original Version,16,0,20,0,523442,4650719
One Direction ,Never Enough,24,0,29,0,428741,4650073
Juice WRLD ,Not Enough,10,0,14,0,1027725,4644000
Shoreline Mafia ,Bands,21,0,168,0,240720,4637244
Dennis Lloyd ,Never Go Back,14,0,68,0,420721,4637023
Rod Wave ,Alone,14,0,20,0,626811,4635303
Migos ,Racks 2 Skinny,15,0,47,0,540645,4630021
Becky G ,Mayores,25,0,140,0,207425,4626260
Lil Uzi Vert ,Leaders,11,0,21,0,997996,4625684
Ingrid Michaelson ,Girls Chase Boys,48,0,36,0,151791,4622009
Enrique Iglesias ,Bailando  English Version,51,0,37,0,150356,4621969
Machine Gun Kelly ,drunk face,15,0,34,0,553388,4612395
Coldplay ,Viva La Vida,21,0,60,0,268093,4610225
Lil Uzi Vert ,No Sleep Leak,15,0,24,0,790005,4595897
Meek Mill ,What's Free,9,0,17,0,860871,4588208
"Tyler, The Creator ",MANIFESTO,9,0,15,0,1335062,4585429
24kGoldn ,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",11,0,18,0,642498,4581525
Drake ,When To Say When,8,1,9,0,1640116,4581071
The Weeknd ,Until I Bleed Out,10,0,16,0,1112724,4579467
Ariana Grande ,get well soon,13,0,29,0,733668,4576066
G.R.L. ,Ugly Heart,50,0,43,0,137846,4569358
Bas ,The Jackie,14,0,26,0,652266,4569345
The Weeknd ,Don’t Break My Heart,10,0,19,0,999418,4568264
5 Seconds of Summer ,Old Me,16,0,84,0,397142,4563246
Lil Pump ,Be Like Me,14,0,40,0,645071,4561371
Meek Mill ,Jump Out the Face,34,0,33,0,254432,4561086
The Game ,All Eyez,33,0,143,0,153776,4559540
Lil Nas X ,ONE OF ME,10,0,13,0,1041162,4555699
Lil Tjay ,Not In The Mood,14,0,24,0,539521,4554713
Joji ,Ew,12,0,13,0,804684,4546542
Eminem ,Marsh,10,0,36,0,924718,4545511
Michael Bublé ,Have Yourself a Merry Little Christmas,45,0,41,0,325849,4541541
Luke Bryan ,Most People Are Good,20,0,114,0,292570,4535462
Future ,Xanny Family,41,0,131,0,131928,4533487
Bruce Springsteen ,Born in the U.S.A.,14,0,16,0,623619,4530416
ROSALÍA ,Con Altura,19,0,113,0,326335,4530407
DaBaby ,GOSPEL,12,0,15,0,948629,4528415
Wale ,On Chill,20,0,135,0,274656,4527735
Brent Faiyaz ,LOOSE CHANGE,11,1,6,0,1032493,4524729
Creedence Clearwater Revival ,Fortunate Son,18,0,30,0,452438,4522601
Rauw Alejandro ,LOKERA,18,0,155,0,275356,4514711
Drake ,Overdrive,7,0,12,0,1600377,4509884
Beyoncé ,BROWN SKIN GIRL,14,0,32,0,552137,4509473
Young Thug ,What's the Move,13,0,23,0,682869,4508774
Halsey ,Without Me,17,0,63,0,445710,4505897
Billie Eilish ,WHEN I WAS OLDER  Music Inspired By The Film ROMA,17,0,47,0,534736,4503092
Anuel AA ,Jangueo,13,0,34,0,495904,4499726
Lil Tecca ,Dolly,14,0,19,0,621671,4498971
Meek Mill ,Millidelphia,16,0,64,0,424810,4494068
Kid Cudi ,Damaged,7,0,23,0,1469874,4487609
Kid Cudi ,Baptized In Fire,24,0,65,0,297919,4485147
Chance the Rapper ,65th & Ingleside,11,0,20,0,760133,4484385
Drake ,From Florida With Love,9,0,16,0,1309316,4476504
Trippie Redd ,Negative Energy,13,0,36,0,689655,4454198
Lil Baby ,Real Spill,11,1,9,0,952480,4447196
